player,age,team_id,pos,goals,assists,points,plus_minus,wins_goalie,losses_goalie,ties_goalie,goals_against_avg,save_pct,ops,dps,gps,ps
Tom Wilson,24,WSH,RW,22,18,40,11,,,,,,,,,4.4
Luke Witkowski,28,DET,D,0,2,2,-5,,,,,,,,,0.1
Christian Wolanin,23,OTT,D,4,8,12,3,,,,,,,,,2.3
Miles Wood,23,NJD,LW,10,14,24,-10,,,,,,,,,1.9
Egor Yakovlev,27,NJD,D,2,5,7,-6,,,,,,,,,1.0
Kailer Yamamoto,20,EDM,RW,1,1,2,-6,,,,,,,,,-0.3
Keith Yandle,32,FLA,D,9,53,62,-17,,,,,,,,,7.5
Pavel Zacha,21,NJD,C,13,12,25,-6,,,,,,,,,2.3
Filip Zadina,19,DET,RW,1,2,3,-5,,,,,,,,,0.0
Nikita Zadorov,23,COL,D,7,7,14,19,,,,,,,,,4.4
Nikita Zaitsev,27,TOR,D,3,11,14,2,,,,,,,,,2.4
Player,Age,Tm,Pos,G,A,PTS,+/-,,,,,,,,,PS
Travis Zajac,33,NJD,C,19,27,46,-25,,,,,,,,,3.5
Jakub Zboril,21,BOS,D,0,0,0,0,,,,,,,,,0.0
Mika Zibanejad,25,NYR,C,30,44,74,-12,,,,,,,,,7.3
Mats Zuccarello,31,TOT,LW,12,28,40,-8,,,,,,,,,3.4
Mats Zuccarello,31,NYR,LW,11,26,37,-11,,,,,,,,,2.9
Mats Zuccarello,31,DAL,LW,1,2,3,3,,,,,,,,,0.5
Jason Zucker,27,MIN,LW,21,21,42,-9,,,,,,,,,4.1
Valentin Zykov,23,TOT,LW,2,3,5,-5,,,,,,,,,0.1
Valentin Zykov,23,CAR,LW,0,3,3,-1,,,,,,,,,0.1
Valentin Zykov,23,VEG,LW,2,0,2,-3,,,,,,,,,0.1
Valentin Zykov,23,EDM,LW,0,0,0,-1,,,,,,,,,-0.1
Jake Allen,28,STL,,0,0,0,,19,17,8,2.83,.905,,,6.5,
Frederik Andersen,29,TOR,,0,1,1,,36,16,7,2.77,.917,,,12.5,
Craig Anderson,37,OTT,,0,2,2,,17,27,4,3.51,.903,,,8.1,
Richard Bachman,31,VAN,,0,0,0,,0,1,0,6.00,.793,,,-0.2,
Jonathan Bernier,30,DET,,0,0,0,,9,18,5,3.16,.904,,,5.1,
Jordan Binnington,25,STL,,0,0,0,,24,5,1,1.89,.927,,,6.0,
Ben Bishop,32,DAL,,0,2,2,,27,15,2,1.98,.934,,,10.8,
MacKenzie Blackwood,22,NJD,,0,0,0,,10,10,0,2.61,.918,,,4.3,
Sergei Bobrovsky,30,CBJ,,0,0,0,,37,24,1,2.58,.913,,,10.4,
Landon Bow,23,DAL,,0,0,0,,0,0,0,1.03,.947,,,0.2,
Kevin Boyle,26,ANA,,0,0,0,,1,3,0,2.17,.928,,,1.0,
Laurent Brossoit,25,WPG,,0,0,0,,13,6,2,2.52,.925,,,4.7,
Peter Budaj,36,LAK,,0,0,0,,0,1,0,5.02,.818,,,-0.1,
Jack Campbell,27,LAK,,0,1,1,,10,14,1,2.30,.928,,,6.3,
Eric Comrie,23,WPG,,0,0,0,,0,1,0,5.01,.821,,,-0.1,
Mike Condon,28,OTT,,0,0,0,,0,2,0,6.38,.800,,,-0.2,
Pheonix Copley,27,WSH,,0,1,1,,16,7,3,2.90,.905,,,3.9,
Corey Crawford,34,CHI,,0,4,4,,14,18,5,2.93,.908,,,6.3,
Joey Daccord,22,OTT,,0,0,0,,0,1,0,5.00,.875,,,0.1,
Scott Darling,30,CAR,,0,0,0,,2,4,2,3.34,.884,,,0.7,
Player,Age,Tm,,G,A,PTS,,W,L,T/O,GAA,SV%,,,GPS,
Collin Delia,24,CHI,,0,0,0,,6,4,3,3.61,.908,,,2.9,
Aaron Dell,29,SJS,,0,0,0,,10,8,4,3.17,.886,,,1.9,
Thatcher Demko,23,VAN,,0,1,1,,4,3,1,2.81,.913,,,1.7,
Casey DeSmith,27,PIT,,0,0,0,,15,11,5,2.75,.916,,,6.6,
Michael Dipietro,19,VAN,,0,0,0,,0,1,0,7.00,.708,,,-0.4,
Louis Domingue,26,TBL,,0,1,1,,21,5,0,2.88,.908,,,4.3,
Devan Dubnyk,32,MIN,,0,2,2,,31,28,6,2.54,.913,,,11.1,
Brian Elliott,33,PHI,,0,1,1,,11,11,1,2.96,.907,,,3.9,
Marc-Andre Fleury,34,VEG,,0,2,2,,35,21,5,2.51,.913,,,10.3,
Pavel Francouz,28,COL,,0,0,0,,0,2,0,1.96,.943,,,0.3,
Kaden Fulcher,20,DET,,0,0,0,,0,0,0,4.41,.818,,,0.0,
Alexandar Georgiev,22,NYR,,0,2,2,,14,13,4,2.91,.914,,,6.3,
Christopher Gibson,26,NYI,,0,0,0,,0,0,0,1.50,.941,,,0.2,
John Gibson,25,ANA,,0,0,0,,26,22,8,2.84,.917,,,11.6,
Thomas Greiss,33,NYI,,0,1,1,,23,14,2,2.28,.927,,,8.7,
Philipp Grubauer,27,COL,,0,0,0,,18,9,5,2.64,.917,,,6.8,
Jaroslav Halak,33,BOS,,0,4,4,,22,11,4,2.34,.922,,,8.0,
Carter Hart,20,PHI,,0,0,0,,16,13,1,2.83,.917,,,6.2,
Connor Hellebuyck,25,WPG,,0,3,3,,34,23,3,2.90,.913,,,12.1,
Adin Hill,22,ARI,,0,0,0,,7,5,0,2.76,.901,,,1.5,
Player,Age,Tm,,G,A,PTS,,W,L,T/O,GAA,SV%,,,GPS,
Marcus Hogberg,24,OTT,,0,0,0,,0,2,1,4.09,.884,,,0.3,
Braden Holtby,29,WSH,,0,2,2,,32,19,5,2.82,.911,,,10.2,
Jimmy Howard,34,DET,,0,1,1,,23,22,5,3.07,.909,,,9.3,
Michael Hutchinson,28,TOT,,0,0,0,,3,4,2,3.27,.887,,,0.8,
Michael Hutchinson,28,TOR,,0,0,0,,2,3,0,2.64,.914,,,0.9,
Michael Hutchinson,28,FLA,,0,0,0,,1,1,2,4.17,.839,,,-0.2,
Carter Hutton,33,BUF,,0,1,1,,18,25,5,3.00,.908,,,8.3,
Tristan Jarry,23,PIT,,0,0,0,,0,1,1,3.50,.887,,,0.2,
Chad Johnson,32,TOT,,0,0,0,,2,11,0,3.63,.879,,,0.9,
Chad Johnson,32,STL,,0,0,0,,2,6,0,3.55,.884,,,0.7,
Chad Johnson,32,ANA,,0,0,0,,0,5,0,3.75,.872,,,0.2,
Martin Jones,29,SJS,,0,1,1,,36,19,5,2.94,.896,,,7.0,
Anton Khudobin,32,DAL,,0,0,0,,16,17,5,2.57,.923,,,8.6,
Keith Kinkaid,29,NJD,,0,0,0,,15,18,6,3.36,.891,,,4.3,
Joonas Korpisalo,24,CBJ,,0,0,0,,10,7,3,2.95,.897,,,2.7,
Mikko Koskinen,30,EDM,,0,2,2,,25,21,6,2.93,.906,,,8.0,
Darcy Kuemper,28,ARI,,0,2,2,,27,20,8,2.33,.925,,,12.0,
Maxime Lagace,26,VEG,,0,0,0,,0,1,0,4.03,.871,,,0.0,
Robin Lehner,27,NYI,,0,1,1,,25,13,5,2.13,.930,,,10.2,
Charlie Lindgren,25,MTL,,0,0,0,,1,0,0,4.62,.898,,,0.2,
Henrik Lundqvist,36,NYR,,0,3,3,,18,23,10,3.07,.907,,,9.0,
Roberto Luongo,39,FLA,,0,1,1,,18,16,5,3.12,.899,,,5.3,
Alex Lyon,26,PHI,,0,0,0,,0,1,0,5.08,.806,,,-0.2,
Jacob Markstrom,29,VAN,,0,3,3,,28,23,9,2.77,.912,,,11.1,
Player,Age,Tm,,G,A,PTS,,W,L,T/O,GAA,SV%,,,GPS,
Curtis McElhinney,35,CAR,,0,0,0,,20,11,2,2.58,.912,,,5.6,
Mike McKenna,35,TOT,,0,0,0,,1,5,1,3.99,.892,,,1.2,
Mike McKenna,35,OTT,,0,0,0,,1,4,1,3.96,.897,,,1.2,
Mike McKenna,35,PHI,,0,0,0,,0,1,0,4.22,.833,,,-0.1,
Ryan Miller,38,ANA,,0,0,0,,8,7,2,2.76,.912,,,3.3,
Hunter Miska,23,ARI,,0,0,0,,0,0,0,3.28,.889,,,0.0,
Sam Montembeault,22,FLA,,0,1,1,,4,3,2,3.04,.894,,,1.1,
Petr Mrazek,26,CAR,,0,1,1,,23,14,3,2.39,.914,,,6.6,
Matt Murray,24,PIT,,0,0,0,,29,14,6,2.69,.919,,,10.4,
Alex Nedeljkovic,23,CAR,,0,0,0,,1,0,0,2.00,.923,,,0.2,
Michal Neuvirth,30,PHI,,0,0,0,,1,4,1,4.27,.859,,,0.0,
Antti Niemi,35,MTL,,0,1,1,,8,6,2,3.78,.887,,,1.7,
Anders Nilsson,28,TOT,,0,1,1,,14,19,1,2.97,.908,,,5.9,
Anders Nilsson,28,OTT,,0,1,1,,11,11,0,2.90,.914,,,4.5,
Anders Nilsson,28,VAN,,0,0,0,,3,8,1,3.09,.895,,,1.4,
Eddie Pasquale,28,TBL,,0,0,0,,2,1,0,3.96,.882,,,0.3,
Calvin Petersen,24,LAK,,0,0,0,,5,4,1,2.61,.924,,,2.5,
Calvin Pickard,26,TOT,,0,0,0,,4,6,2,3.86,.875,,,0.7,
Calvin Pickard,26,PHI,,0,0,0,,4,2,2,4.01,.863,,,0.1,
Calvin Pickard,26,ARI,,0,0,0,,0,4,0,3.61,.892,,,0.6,
Carey Price,31,MTL,,0,1,1,,35,24,6,2.49,.918,,,12.5,
Jonathan Quick,33,LAK,,0,2,2,,16,23,7,3.38,.888,,,4.3,
Antti Raanta,29,ARI,,0,1,1,,5,6,0,2.88,.906,,,1.8,
Tuukka Rask,31,BOS,,0,2,2,,27,13,5,2.48,.912,,,7.3,
James Reimer,30,FLA,,0,0,0,,13,12,5,3.09,.900,,,4.2,
Pekka Rinne,36,NSH,,0,0,0,,30,19,4,2.42,.918,,,10.1,
Player,Age,Tm,,G,A,PTS,,W,L,T/O,GAA,SV%,,,GPS,
David Rittich,26,CGY,,0,0,0,,27,9,5,2.61,.911,,,7.0,
Juuse Saros,23,NSH,,0,0,0,,17,10,2,2.62,.915,,,5.3,
Cory Schneider,32,NJD,,0,0,0,,6,13,4,3.06,.903,,,3.4,
Mike Smith,36,CGY,,0,3,3,,23,16,2,2.72,.898,,,4.6,
Garret Sparks,25,TOR,,0,0,0,,8,9,1,3.15,.902,,,2.8,
Alex Stalock,31,MIN,,0,2,2,,6,8,3,2.99,.899,,,2.3,
Anthony Stolarz,25,TOT,,0,0,0,,4,5,3,3.45,.901,,,2.3,
Anthony Stolarz,25,PHI,,0,0,0,,4,3,3,3.33,.902,,,1.7,
Anthony Stolarz,25,EDM,,0,0,0,,0,2,0,3.77,.897,,,0.6,
Malcolm Subban,25,VEG,,0,0,0,,8,10,2,2.93,.902,,,2.9,
Cam Talbot,31,TOT,,0,1,1,,11,17,3,3.40,.892,,,3.6,
Cam Talbot,31,EDM,,0,1,1,,10,15,3,3.36,.893,,,3.4,
Cam Talbot,31,PHI,,0,0,0,,1,2,0,3.70,.881,,,0.3,
Linus Ullmark,25,BUF,,0,1,1,,15,14,5,3.11,.905,,,5.8,
Semyon Varlamov,30,COL,,0,0,0,,20,19,9,2.87,.909,,,8.2,
Andrei Vasilevskiy,24,TBL,,0,3,3,,39,10,4,2.40,.925,,,12.4,
Cam Ward,34,CHI,,0,1,1,,16,12,4,3.67,.897,,,4.6,
